model,fold_id,macro_f1,balanced_accuracy,brier_score,ece
model_selector_calibrated,46,0.39544326641100835,0.45763735075890144,0.6319680291043173,0.2232369325810195
model_selector_calibrated,47,0.4059574731403201,0.5751733620277379,0.5803850922161737,0.11339311532571282
model_selector_calibrated,48,0.4767036994978171,0.5154213414089039,0.5397690352864442,0.1064810000115157
model_selector_calibrated,49,0.4802159455698838,0.44038691102399063,0.5547427653966475,0.09505856205040303
model_selector_calibrated,50,0.33956470373891906,0.3575079337290472,0.6304267811457973,0.1393472522916928
model_selector_calibrated,51,0.48239036140435865,0.4867369622686854,0.5523135100377284,0.08194246454417985
model_selector_calibrated,52,0.36120030189109137,0.3922235929884048,0.6167747279930221,0.18227131909607722
model_selector_calibrated,53,0.43381857405331314,0.4675595238095238,0.5754711538514475,0.14329903982055017
model_selector_calibrated,54,0.5371762670376325,0.5496968345805555,0.5170093913791346,0.06012813194256993
model_selector_calibrated,55,0.42733936570202236,0.43403102284527517,0.5023304931183749,0.06452478335496967
model_selector_calibrated,56,0.2883545310015898,0.30218515037593985,0.48664976453738,0.021730153913229303
model_selector_calibrated,57,0.224241293242203,0.26395663956639565,0.542828925183719,0.1123312921591208
model_selector_calibrated,58,0.41236479920236263,0.5140556222488996,0.5137674163772554,0.06686553275081475
model_selector_calibrated,59,0.5852783906554185,0.5915604279686558,0.513293476800944,0.021718727870726238
model_selector_calibrated,60,0.49871066212247306,0.5438251225188788,0.5621820581654856,0.027530301344786432
model_selector_calibrated,61,0.37290619920200974,0.4504065040650407,0.6025087302905586,0.13757014806281792
model_selector_calibrated,62,0.2986790979950228,0.32025193798449614,0.6260886363669157,0.19939089884780384
model_selector_calibrated,63,0.4054878048780488,0.439959053450102,0.5892338519721922,0.1026090145670752
model_selector_calibrated,64,0.41298699984995285,0.4202977074473637,0.5725242576700492,0.17349651679746422
model_selector_calibrated,65,0.4939195098500666,0.49381100456920135,0.557131622462587,0.14855577506369827
model_selector_calibrated,66,0.6201163931061222,0.6618108719954777,0.48784321454508817,0.07868133968030906
model_selector_calibrated,67,0.48409924161119555,0.49632169963916883,0.5352613287133497,0.10756016057421905
model_selector_calibrated,68,0.48477550130775937,0.5143956043956044,0.5515464556979536,0.07246795422594313
model_selector_calibrated,69,0.4515606091063408,0.48893000338462334,0.5777017165195076,0.07311685698133119
model_selector_calibrated,70,0.4120501427002975,0.41261330668110324,0.5698940674129469,0.08475186203567074
