model,fold_id,macro_f1,balanced_accuracy,brier_score,ece
model_selector_previous_best,0,0.06153846153846154,0.0547945205479452,1.0563092581133378,0.3432619659833505
model_selector_previous_best,1,0.2038126041360384,0.20252113526570048,0.8122997013877152,0.1677078516550467
model_selector_previous_best,2,0.25778011942395507,0.2672794117647059,0.6466972710259751,0.13205823903912112
model_selector_previous_best,3,0.26060232816500023,0.24874338624338627,0.6166222646807631,0.098625940196391
model_selector_previous_best,4,0.22122892635314995,0.22248677248677248,0.5937270342480896,0.1448471775636986
model_selector_previous_best,5,0.2948742889144339,0.3832908163265306,0.6368308273519925,0.13886982608289228
model_selector_previous_best,6,0.4343266769073221,0.4314167873908535,0.5932207042166602,0.08500981834572806
model_selector_previous_best,7,0.4678289634410989,0.4490279282532803,0.5388481850547482,0.06060925951586081
model_selector_previous_best,8,0.33543706496826053,0.4335139498182976,0.6949965018820993,0.21712926198059404
model_selector_previous_best,9,0.4026096589997257,0.48826043085380944,0.7167490663171745,0.2083605597836311
model_selector_previous_best,10,0.40233815028808145,0.408443364508833,0.7873727518765175,0.28191488757379735
model_selector_previous_best,11,0.3782396019744583,0.43620053655264923,0.7157695800240744,0.2387828590444556
model_selector_previous_best,12,0.34443672839506173,0.4378479018309527,0.6270888351106204,0.15974868533197142
model_selector_previous_best,13,0.40246729590991887,0.3991739757299051,0.5738436496503038,0.04522537429567792
model_selector_previous_best,14,0.412686963098423,0.3960440874914559,0.581744850644462,0.058470889296330195
model_selector_previous_best,15,0.2534453980534347,0.2862625313283208,0.6833996561406096,0.10046144130644105
model_selector_previous_best,16,0.3040563610405335,0.3445225622644978,0.7373739693391618,0.14434021039747855
model_selector_previous_best,17,0.41384203420244264,0.4639327640638156,0.6152766089405137,0.09009315878012933
model_selector_previous_best,18,0.3504708794251523,0.4366458396254908,0.5822043776492484,0.09438686919324274
model_selector_previous_best,19,0.3080106562735223,0.32928391053391054,0.6203467651768397,0.12151724897639853
model_selector_previous_best,20,0.4200188226611057,0.4486434108527132,0.625694275927803,0.14734480694426053
model_selector_previous_best,21,0.31113575453892506,0.31685724989296415,0.6679747857269638,0.22888604324188594
model_selector_previous_best,22,0.4340324033545211,0.4517394428220461,0.5770562964240108,0.07502613856758868
model_selector_previous_best,23,0.3734038195229518,0.37001009306280747,0.5863401829762112,0.07572710318184796
model_selector_previous_best,24,0.4002410032067778,0.3955398099606815,0.53905589039005,0.055208844338224546
model_selector_previous_best,25,0.375792845672335,0.3931688603595297,0.6160214714290705,0.1747995353360691
model_selector_previous_best,26,0.3771505353960932,0.3984662172938095,0.6092106551271774,0.1467321496894102
model_selector_previous_best,27,0.35615468409586054,0.3876056288846987,0.6433329780317167,0.15927096907521637
model_selector_previous_best,28,0.47278532458958517,0.5059183100849767,0.5601268643838455,0.05716702481950393
model_selector_previous_best,29,0.4054827357579737,0.48530759573132454,0.656036571393711,0.16589840938787506
model_selector_previous_best,30,0.36780323263497333,0.36532500717408556,0.5901358040282879,0.0963278095207304
model_selector_previous_best,31,0.36735970250169037,0.4147216845344451,0.5945887904599264,0.086822724818064
model_selector_previous_best,32,0.3477097547131717,0.39599444958371877,0.5798674478271048,0.1438210789866291
model_selector_previous_best,33,0.27712602712602713,0.3609375,0.5761693100400864,0.11459509881449416
model_selector_previous_best,34,0.29940191387559806,0.3997199402539209,0.557406685824206,0.06870188357684534
model_selector_previous_best,35,0.2518595831005792,0.2704194792671167,0.48488054286964566,0.06876547977398262
model_selector_previous_best,36,0.2125506072874494,0.2524977698483497,0.5385325765722673,0.14619635947993107
model_selector_previous_best,37,0.21499974035415695,0.24670703677510608,0.5840008861153811,0.1754502663869813
model_selector_previous_best,38,0.4068800552669655,0.5139083411142235,0.64909004999751,0.22831181097478376
model_selector_previous_best,39,0.38954386419052073,0.4863306593809167,0.6440931782967573,0.2373041050255019
model_selector_previous_best,40,0.432837693707259,0.5098958333333333,0.59583335060754,0.1660006580778131
model_selector_previous_best,41,0.4068503584229391,0.5108212793314048,0.5947150585574247,0.20298095921955195
model_selector_previous_best,42,0.3728609086717537,0.5011834526502343,0.6363321054283304,0.22121675039680913
model_selector_previous_best,43,0.40179233299079137,0.5073289999760588,0.582579133236452,0.16674566170978994
model_selector_previous_best,44,0.3907455250900538,0.4877248151826106,0.6226393627471142,0.20078106147582545
model_selector_previous_best,45,0.3701183199467793,0.46529766713177156,0.6761848033970755,0.24177942743323783
model_selector_previous_best,46,0.41394120189714795,0.4900080356669399,0.6129570531317196,0.167552220009862
model_selector_previous_best,47,0.3504037499150835,0.5259146341463414,0.6664387725520292,0.22928360356411462
model_selector_previous_best,48,0.4312832036452072,0.4642127994814947,0.5717576999527831,0.12896458839586644
model_selector_previous_best,49,0.4938267669684219,0.486552975814751,0.565860182405063,0.13228183704922458
model_selector_previous_best,50,0.47357223599630377,0.4695101420197709,0.5619357854925638,0.13618963467123366
model_selector_previous_best,51,0.48239036140435865,0.4867369622686854,0.5523135100377284,0.08194246454417985
model_selector_previous_best,52,0.36120030189109137,0.3922235929884048,0.6167747279930221,0.18227131909607722
model_selector_previous_best,53,0.43381857405331314,0.4675595238095238,0.5754711538514475,0.14329903982055017
model_selector_previous_best,54,0.5371762670376325,0.5496968345805555,0.5170093913791346,0.06012813194256993
model_selector_previous_best,55,0.42733936570202236,0.43403102284527517,0.5023304931183749,0.06452478335496967
model_selector_previous_best,56,0.2883545310015898,0.30218515037593985,0.48664976453738,0.021730153913229303
model_selector_previous_best,57,0.224241293242203,0.26395663956639565,0.542828925183719,0.1123312921591208
model_selector_previous_best,58,0.41236479920236263,0.5140556222488996,0.5137674163772554,0.06686553275081475
model_selector_previous_best,59,0.5852783906554185,0.5915604279686558,0.513293476800944,0.021718727870726238
model_selector_previous_best,60,0.49871066212247306,0.5438251225188788,0.5621820581654856,0.027530301344786432
model_selector_previous_best,61,0.37290619920200974,0.4504065040650407,0.6025087302905586,0.13757014806281792
model_selector_previous_best,62,0.2986790979950228,0.32025193798449614,0.6260886363669157,0.19939089884780384
model_selector_previous_best,63,0.4054878048780488,0.439959053450102,0.5892338519721922,0.1026090145670752
model_selector_previous_best,64,0.41298699984995285,0.4202977074473637,0.5725242576700492,0.17349651679746422
model_selector_previous_best,65,0.4939195098500666,0.49381100456920135,0.557131622462587,0.14855577506369827
model_selector_previous_best,66,0.6201163931061222,0.6618108719954777,0.48784321454508817,0.07868133968030906
model_selector_previous_best,67,0.48409924161119555,0.49632169963916883,0.5352613287133497,0.10756016057421905
model_selector_previous_best,68,0.48477550130775937,0.5143956043956044,0.5515464556979536,0.07246795422594313
model_selector_previous_best,69,0.4515606091063408,0.48893000338462334,0.5777017165195076,0.07311685698133119
model_selector_previous_best,70,0.4120501427002975,0.41261330668110324,0.5698940674129469,0.08475186203567074
