fold_id,model,fold_start,fold_end,run_id,macro_f1,balanced_accuracy,brier_score,ece,switch_frequency,mean_entropy,val_start,test_start,test_end
0,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.18064624141972208,0.19204990215264187,0.7883945125564662,0.1818715903400815,0.3490566037735849,1.1639916896820068,2006-10-31,2007-11-01,2008-10-30
1,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.2038126041360384,0.20252113526570048,0.8122997013877152,0.1677078516550467,0.37735849056603776,1.1544404029846191,2007-02-02,2008-02-04,2009-02-02
2,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.21892862486907078,0.191796875,0.7308601133862774,0.11344734212042581,0.39622641509433965,1.2263003587722778,2007-05-04,2008-05-05,2009-05-04
3,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.24992279834928832,0.22354497354497355,0.701116080054025,0.13407732035632425,0.3915094339622642,1.2249515056610107,2007-08-03,2008-08-04,2009-08-03
4,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.22950275427896913,0.22136243386243387,0.6835809886878611,0.17365563881229348,0.37735849056603776,0.9901723265647888,2007-11-01,2008-10-31,2009-10-30
5,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3020833333333333,0.39158163265306123,0.7372247185147595,0.2553443954864018,0.2169811320754717,0.7895513772964478,2008-02-04,2009-02-03,2010-02-02
6,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3948450491307634,0.42995424355412004,0.6140264067452922,0.16289447618762093,0.22169811320754718,0.898728609085083,2008-05-05,2009-05-05,2010-05-04
7,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.2448595070532345,0.2829089924160347,0.6938536680465739,0.09892378544583566,0.15566037735849056,1.2609577178955078,2008-08-04,2009-08-04,2010-08-03
8,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.42267968455842364,0.4562819426949861,0.6609804037523251,0.21137514192733403,0.14150943396226415,0.7195405960083008,2008-10-31,2009-11-02,2010-11-01
9,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.24231834676860853,0.28400094529126785,0.7039310731439724,0.09924512024216807,0.12735849056603774,1.2605865001678467,2009-02-03,2010-02-03,2011-02-01
10,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.37552478611892376,0.4338529249954154,0.7169652022903656,0.1103424628575643,0.25,1.2873516082763672,2009-05-05,2010-05-05,2011-05-03
11,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.40347978422283587,0.4384221998658618,0.6748121807524899,0.07655477411870104,0.18396226415094338,1.2051669359207153,2009-08-04,2010-08-04,2011-08-02
12,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.39815233785822024,0.46877382168583037,0.6599160931013862,0.2035321061599982,0.09905660377358491,0.8951732516288757,2009-11-02,2010-11-02,2011-10-31
13,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.22255353680587325,0.23593255636989868,0.6860869077189711,0.19164148112977616,0.19339622641509435,1.0058592557907104,2010-02-03,2011-02-02,2012-02-01
14,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3729939952520598,0.4047317156527683,0.6333419229124365,0.10253354921027527,0.22169811320754718,1.1683738231658936,2010-05-05,2011-05-04,2012-05-02
15,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.21840206867861733,0.26104323308270677,0.7237305678685184,0.2531818990976038,0.1179245283018868,1.0757427215576172,2010-08-04,2011-08-03,2012-08-01
16,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.23153680925934475,0.23763038783200074,0.8332488967273811,0.3150248507938475,0.25,1.0062897205352783,2010-11-02,2011-11-01,2012-11-01
17,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3207180118675833,0.38600275155573427,0.7084840527227667,0.16715051086855606,0.2688679245283019,1.0980465412139893,2011-02-02,2012-02-02,2013-02-04
18,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.28530847165316015,0.34692124735729385,0.7187402479124979,0.15165493661808854,0.22641509433962265,1.1659654378890991,2011-05-04,2012-05-03,2013-05-06
19,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.37892865644233137,0.44846681096681096,0.6507761848536947,0.08460728355416669,0.23113207547169812,1.1783411502838135,2011-08-03,2012-08-02,2013-08-05
20,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4401839191640982,0.5140342377260982,0.6406243282041562,0.06987101875000717,0.1792452830188679,1.169323444366455,2011-11-01,2012-11-02,2013-11-01
21,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4640105134573412,0.5095823819038104,0.5838647265572358,0.08868659480077001,0.21226415094339623,1.1241329908370972,2012-02-02,2013-02-05,2014-02-04
22,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4337203647465604,0.45415069100926425,0.5977178991634017,0.1158481368996168,0.1650943396226415,1.0180872678756714,2012-05-03,2013-05-07,2014-05-06
23,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.35254390217625514,0.42701006922092677,0.6064885101756448,0.09905899172657531,0.10377358490566038,0.9752048850059509,2012-08-02,2013-08-06,2014-08-05
24,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.39377035951799216,0.46312527304499784,0.6081026503123,0.11746971735931896,0.22641509433962265,1.0805662870407104,2012-11-02,2013-11-04,2014-11-03
25,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3667386973838586,0.4044427887227076,0.5964022681191554,0.05017116665840151,0.14622641509433962,1.0764989852905273,2013-02-05,2014-02-05,2015-02-04
26,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.44764461235345615,0.4694192675657967,0.6212709796678871,0.15086256394363903,0.2028301886792453,0.9062382578849792,2013-05-07,2014-05-07,2015-05-06
27,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.44368068068358046,0.46049392415671486,0.6232260002365126,0.05490084083427287,0.2971698113207547,1.0358521938323975,2013-08-06,2014-08-06,2015-08-05
28,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4259103607416134,0.4313702501202501,0.5985257289565052,0.07397102288237198,0.22169811320754718,0.8873738050460815,2013-11-04,2014-11-04,2015-11-03
29,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.5160900256309151,0.5347206528562461,0.6317238270943858,0.13158747987568103,0.2358490566037736,0.8625708818435669,2014-02-05,2015-02-05,2016-02-04
30,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.40309647322525255,0.40009611164565084,0.6467184619660084,0.07333055110604551,0.17452830188679244,0.9569369554519653,2014-05-07,2015-05-07,2016-05-05
31,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.34579849816070285,0.3985941532658328,0.617551225727059,0.10590360785873844,0.2169811320754717,1.0660505294799805,2014-08-06,2015-08-06,2016-08-04
32,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4001649710517118,0.44801969076252146,0.6288777777301154,0.15405918398933233,0.10377358490566038,0.9261477589607239,2014-11-04,2015-11-04,2016-11-02
33,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.44315036640772665,0.4732481060606061,0.5697199742682689,0.09598818323421926,0.07075471698113207,1.075096607208252,2015-02-05,2016-02-05,2017-02-03
34,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.36531023550724634,0.5182717767669224,0.5917207466198151,0.14099786483066187,0.03773584905660377,0.8100482821464539,2015-05-07,2016-05-06,2017-05-05
35,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.21403692093347265,0.25419479267116685,0.5217617559058966,0.037439917034946125,0.05660377358490566,1.0420598983764648,2015-08-06,2016-08-05,2017-08-04
36,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.25352743561030233,0.26654772524531667,0.4813602342468996,0.07768178028120123,0.07075471698113207,0.6972273588180542,2015-11-04,2016-11-03,2017-11-02
37,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.22726889338731443,0.26854225601131543,0.5511123931009679,0.17573976041005812,0.05660377358490566,0.6613064408302307,2016-02-05,2017-02-06,2018-02-05
38,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3311580446131941,0.4875700280112045,0.5683135361856032,0.15880526595272373,0.0330188679245283,0.7994558215141296,2016-05-06,2017-05-08,2018-05-07
39,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.5140637465578918,0.5659325280662291,0.6284772983787335,0.2176509293871866,0.08962264150943396,0.6270681023597717,2016-08-05,2017-08-07,2018-08-06
40,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.39660327188417077,0.4174603174603174,0.5772113940535876,0.10896758028599021,0.2358490566037736,0.9248393774032593,2016-11-03,2017-11-03,2018-11-02
41,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4632548305178951,0.5012487945998072,0.6158691351140769,0.20566367263525304,0.13679245283018868,0.5917469263076782,2017-02-06,2018-02-06,2019-02-06
42,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.43194391941573335,0.49983195555348275,0.5594884480099694,0.0707032536396958,0.14622641509433962,1.0135821104049683,2017-05-08,2018-05-08,2019-05-08
43,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.531533722411442,0.566575989370107,0.534694502912324,0.10602172775447646,0.1509433962264151,0.7497010827064514,2017-08-07,2018-08-07,2019-08-07
44,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.5265707425844532,0.5567074865916797,0.5759796585973946,0.09983899769648699,0.17452830188679244,0.8047773241996765,2017-11-03,2018-11-05,2019-11-05
45,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4063914884135472,0.4961215759712124,0.6012901486107396,0.11981049697723747,0.11320754716981132,1.0466322898864746,2018-02-06,2019-02-07,2020-02-06
46,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.30930988366472234,0.4184181973184531,0.6640896334099137,0.139696414341949,0.20754716981132076,1.1269009113311768,2018-05-08,2019-05-09,2020-05-07
47,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.25343909455096825,0.4489179818268771,0.7012949597115996,0.2682553426200795,0.16981132075471697,0.9448484182357788,2018-08-07,2019-08-08,2020-08-06
48,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.2983213185843505,0.3716691064723762,0.6827562809390568,0.16307813796638884,0.15566037735849056,0.9186481833457947,2018-11-05,2019-11-06,2020-11-04
49,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3007014874989355,0.3277513100283547,0.6257376590378105,0.1680064962503496,0.16981132075471697,0.9600905776023865,2019-02-07,2020-02-07,2021-02-05
50,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.2816289419988631,0.2886490244245847,0.7254690569271856,0.23984177669449033,0.19339622641509435,0.7802920341491699,2019-05-09,2020-05-08,2021-05-07
51,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.45199416369929585,0.4577011098730637,0.6000621836605977,0.1335281370111474,0.24056603773584906,0.918268620967865,2019-08-08,2020-08-07,2021-08-06
52,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.40933366464847937,0.4185791377796615,0.5910929204364261,0.11644818721242915,0.16981132075471697,0.8864206075668335,2019-11-06,2020-11-05,2021-11-04
53,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4492368177613321,0.4796130952380952,0.5965711145804842,0.04684475260161456,0.12735849056603774,1.0131844282150269,2020-02-07,2021-02-08,2022-02-04
54,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.47543717394561347,0.49432288579575406,0.5199840788991938,0.03383014781374329,0.12264150943396226,0.9304019212722778,2020-05-08,2021-05-10,2022-05-06
55,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.2920880017575244,0.3706516095534787,0.5613264621903351,0.12444952955828027,0.1320754716981132,0.8195398449897766,2020-08-07,2021-08-09,2022-08-08
56,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.19634828883383795,0.24511278195488723,0.5503758319614734,0.141445302207705,0.25,0.8335602283477783,2020-11-05,2021-11-05,2022-11-04
57,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.33098591549295775,0.33191056910569106,0.42945850426867477,0.10174213007022519,0.08018867924528301,0.753354012966156,2021-02-08,2022-02-07,2023-02-07
58,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.36024913350942656,0.39865196078431375,0.5726078531229578,0.05120878880012765,0.35377358490566035,1.0799057483673096,2021-05-10,2022-05-09,2023-05-09
59,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4867600369661813,0.521907022302592,0.5596490461791486,0.07842852252190102,0.1792452830188679,0.9517166614532471,2021-08-09,2022-08-09,2023-08-09
60,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.49341248403820076,0.5193888118401516,0.629849040984953,0.09733233443448239,0.18396226415094338,0.9543585777282715,2021-11-05,2022-11-07,2023-11-07
61,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.3714449826130154,0.4138042005420054,0.7227618979094504,0.18597206557300727,0.17452830188679244,0.7911974191665649,2022-02-07,2023-02-08,2024-02-08
62,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.31495125373606453,0.33303052325581395,0.656894582882918,0.1719893260461064,0.22641509433962265,0.8559899926185608,2022-05-09,2023-05-10,2024-05-09
63,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.47818584583518914,0.5341813273398951,0.5818737135206011,0.07580603260389518,0.1792452830188679,1.109113097190857,2022-08-09,2023-08-10,2024-08-09
64,forced_scalar_damped_lagrangian,0,70,20260613_220633,0.4475550815109909,0.44277978882685387,0.5481469464128728,0.06880518416283836,0.1792452830188679,0.8328989148139954,2022-11-07,2023-11-08,2024-11-07
